workload,shape_preset,domain,tag,mode,status,elapsed_wall_s,median_ms,p25_ms,p99_ms
llm_swiglu_mlp,decode,llm,elementwise,default,ok,0.9103266459424049,0.050592001527547836,0.049695998430252075,0.05273599922657013
llm_swiglu_mlp,decode,llm,fused-mlp,default,ok,0.9103266459424049,0.050592001527547836,0.049695998430252075,0.05273599922657013
llm_swiglu_mlp,decode,llm,gemm,reduce-overhead,ok,0.9881875850260258,0.11215999722480774,0.11161600053310394,0.11425663828849791
llm_swiglu_mlp,decode,llm,elementwise,reduce-overhead,ok,0.9881875850260258,0.11215999722480774,0.11161600053310394,0.11425663828849791
llm_swiglu_mlp,decode,llm,fused-mlp,reduce-overhead,ok,0.9881875850260258,0.11215999722480774,0.11161600053310394,0.11425663828849791
llm_swiglu_mlp,decode,llm,gemm,max-autotune,ok,1.005979801993817,0.11123199760913849,0.11075200140476227,0.11332351863384246
llm_swiglu_mlp,decode,llm,elementwise,max-autotune,ok,1.005979801993817,0.11123199760913849,0.11075200140476227,0.11332351863384246
llm_swiglu_mlp,decode,llm,fused-mlp,max-autotune,ok,1.005979801993817,0.11123199760913849,0.11075200140476227,0.11332351863384246
llm_swiglu_mlp,decode,llm,gemm,max-autotune-no-cudagraphs,ok,0.8523419599514455,0.04819199815392494,0.047807998955249786,0.04979199916124344
llm_swiglu_mlp,decode,llm,elementwise,max-autotune-no-cudagraphs,ok,0.8523419599514455,0.04819199815392494,0.047807998955249786,0.04979199916124344
llm_swiglu_mlp,decode,llm,fused-mlp,max-autotune-no-cudagraphs,ok,0.8523419599514455,0.04819199815392494,0.047807998955249786,0.04979199916124344
llm_gelu_mlp,decode,llm,gemm,eager,ok,1.0071200559614226,0.038816001266241074,0.03852799907326698,0.04042367860674857
llm_gelu_mlp,decode,llm,elementwise,eager,ok,1.0071200559614226,0.038816001266241074,0.03852799907326698,0.04042367860674857
llm_gelu_mlp,decode,llm,fused-mlp,eager,ok,1.0071200559614226,0.038816001266241074,0.03852799907326698,0.04042367860674857
llm_gelu_mlp,decode,llm,gemm,default,ok,0.8729164639953524,0.03670400008559227,0.03638400137424469,0.03830400109291077
llm_gelu_mlp,decode,llm,elementwise,default,ok,0.8729164639953524,0.03670400008559227,0.03638400137424469,0.03830400109291077
llm_gelu_mlp,decode,llm,fused-mlp,default,ok,0.8729164639953524,0.03670400008559227,0.03638400137424469,0.03830400109291077
llm_gelu_mlp,decode,llm,gemm,reduce-overhead,ok,0.929531540023163,0.08915200084447861,0.088639996945858,0.09120000153779984
llm_gelu_mlp,decode,llm,elementwise,reduce-overhead,ok,0.929531540023163,0.08915200084447861,0.088639996945858,0.09120000153779984
llm_gelu_mlp,decode,llm,fused-mlp,reduce-overhead,ok,0.929531540023163,0.08915200084447861,0.088639996945858,0.09120000153779984
llm_gelu_mlp,decode,llm,gemm,max-autotune,ok,1.0063014009501785,0.09014400094747543,0.08959999680519104,0.09216000139713287
llm_gelu_mlp,decode,llm,elementwise,max-autotune,ok,1.0063014009501785,0.09014400094747543,0.08959999680519104,0.09216000139713287
llm_gelu_mlp,decode,llm,fused-mlp,max-autotune,ok,1.0063014009501785,0.09014400094747543,0.08959999680519104,0.09216000139713287
llm_gelu_mlp,decode,llm,gemm,max-autotune-no-cudagraphs,ok,1.0056716980179772,0.03750399872660637,0.03721600025892258,0.039044479280710226
llm_gelu_mlp,decode,llm,elementwise,max-autotune-no-cudagraphs,ok,1.0056716980179772,0.03750399872660637,0.03721600025892258,0.039044479280710226
llm_gelu_mlp,decode,llm,fused-mlp,max-autotune-no-cudagraphs,ok,1.0056716980179772,0.03750399872660637,0.03721600025892258,0.039044479280710226
llm_rope_apply,decode,llm,elementwise,eager,ok,1.037360053975135,0.028991999104619026,0.02848000079393387,0.030432000756263733
llm_rope_apply,decode,llm,indexing,eager,ok,1.037360053975135,0.028991999104619026,0.02848000079393387,0.030432000756263733
llm_rope_apply,decode,llm,elementwise,default,ok,0.786358447978273,0.005727999843657017,0.005535999778658152,0.006432000081986189
llm_rope_apply,decode,llm,indexing,default,ok,0.786358447978273,0.005727999843657017,0.005535999778658152,0.006432000081986189
